sentence_id,commit_id,commit_url,artifact,artifact_type,artifact_url,sentence,irrelevant_sentence,final_annotation,ground_truth_rationale
589_5_7_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/issues/531,ISSUE,https://github.com/junit-team/junit4/issues/531#issuecomment-9607337,"pls check it again, and check your environement, because my JDK Javadoc says
@since 1.5

http://docs.oracle.com/javase/1.5.0/docs/api/java/util/concurrent/TimeUnit.html

http://docs.oracle.com/javase/1.5.0/docs/api/java/util/concurrent/ExecutorService.html#awaitTermination(long, java.util.concurrent.TimeUnit)",TRUE,UNCODED,
589_5_8_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/issues/531,ISSUE,https://github.com/junit-team/junit4/issues/531#issuecomment-9608448,"According Java Official Javadoc, the enum TimeUnit exists since 1.5, but
the constant DAYS exists only since 1.6.

1.5
http://docs.oracle.com/javase/1.5.0/docs/api/index.html?java/util/concurrent/TimeUnit.html

1.6
http://docs.oracle.com/javase/6/docs/api/index.html?java/util/concurrent/TimeUnit.html

Sincerely,
André Lehmann

On Fri, Oct 19, 2012 at 1:31 PM, Tibor17 notifications@github.com wrote:

> pls check it again, and check your environement, because my JDK Javadoc
> says
> @since https://github.com/since 1.5
> 
> http://docs.oracle.com/javase/1.5.0/docs/api/java/util/concurrent/TimeUnit.html
> 
> http://docs.oracle.com/javase/1.5.0/docs/api/java/util/concurrent/ExecutorService.html#awaitTermination(long,
> java.util.concurrent.TimeUnit)
> 
> —
> Reply to this email directly or view it on GitHubhttps://github.com/KentBeck/junit/issues/531#issuecomment-9607337.",TRUE,UNCODED,
589_5_9_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/issues/531,ISSUE,https://github.com/junit-team/junit4/issues/531#issuecomment-9621384,"Indeed, it appears that way.",TRUE,UNCODED,
589_5_9_1,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/issues/531,ISSUE,https://github.com/junit-team/junit4/issues/531#issuecomment-9621384,"@Tibor17, can you submit a fix?",TRUE,UNCODED,
589_6_18_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/533,PULL_REQUEST,https://github.com/junit-team/junit4/pull/533,Use TimeUnit.NANOSECONDS for JDK 5 compatibility,TRUE,UNCODED,
589_6_19_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/533,PULL_REQUEST,https://github.com/junit-team/junit4/pull/533,Fixes #531.,TRUE,UNCODED,
589_6_2_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/510,PULL_REQUEST,https://github.com/junit-team/junit4/pull/510,Improved implementation of ParallelComputer,FALSE,GOAL,
589_6_3_0,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/510,PULL_REQUEST,https://github.com/junit-team/junit4/pull/510,Improved implementation using Executors.,FALSE,GOAL,
589_6_3_1,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/510,PULL_REQUEST,https://github.com/junit-team/junit4/pull/510,No need to use thread unsafe ArrayList.,FALSE,NEED,
589_6_3_2,589,https://github.com/junit-team/junit4/commit/41e5c7ed5f82b5a588828584c3ac765b40a76cea,https://github.com/junit-team/junit4/pull/510,PULL_REQUEST,https://github.com/junit-team/junit4/pull/510,"Instead calling #awaitTermination() without Callable.
Behavior is the same as before but cleaner impl.",FALSE,GOAL,
756_1_1_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,COMMIT_MESSAGE,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,changed the expectedCause() method to accept a Matcher instead of an explicit Throwable and made some documentation changes,FALSE,GOAL,"GOAL: Improve ExpectedException by allowing its expectedCause() method to match causes easily using a Matcher instead of an explicit Throwable.
NEED: The existing expectCause() method uses Throwable, which forces every test to supply a concrete exception. The method should be able to match the exception’s cause easily without relying on the exact Throwable instance. This would enable ExpectedException to match causes more easily and provide flexibility for developers.
ALTERNATIVES: Developers could have used a custom matcher, the existing instanceOf() function, the onCause() method returning an ExpectedException itself, or a statically importable method like causeOfType() for matching the causes."
756_6_7_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377,Enable ExpectedException to match causes more easily,FALSE,NEED,
756_6_8_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377,"When working especially with third-party libraries, it's common to deal with checked exceptions in a way similar to this:

``` java
  try {
     collaborator.something();
  }
  catch (CheckedException e) {
     throw new MyRuntimeException(""failed to do something"", e);
  }
```

It's common for different instances of MyRuntimeException to be thrown from many possible execution branches, so when testing this, I would like to do something like:

``` java
  @Rule
  ExpectedException thrown= ExpectedException.none();

  @Test
  public void aTest() throws Exception {
    CheckedException expected = new CheckedException(""expected"");

    Mockito.when(collaborator.something()).thenThrow(expected);

    thrown.expect(MyRuntimeException.class);
    thrown.expectMessage(""failed to do something"");
    thrown.expectCause(expected);

    myObject.method();
  }",FALSE,UNCODED,
756_6_8_3,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377,"`

The change in this pull request makes that possible.",FALSE,UNCODED,
756_6_8_4,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377,"I realise you can do that with a custom matcher as well, but it feels like this is (at least nearly) as fundamental as matching on the message, so it should perhaps be a part of the core framework?",FALSE,"ALTERNATIVES, NEED",
756_6_9_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4522804,Sorry for the delay.,FALSE,UNCODED,
756_6_9_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4522804,One concern I have is that many custom exceptions don't have well-defined equals() methods.,FALSE,UNCODED,
756_6_9_2,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4522804,"What about one of these ideas:

thrown.expectCause(instanceOf(CheckedException.class));

Or, trickier:

thrown.onCause().expectMessage(""failed to do something""), where onCause() returns an ExpectedException itself (haven't thought about how hard this would be).",FALSE,ALTERNATIVES,
756_6_10_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,"Hm, in the initial implementation, I actually didn't check equals but ==.",FALSE,UNCODED,
756_6_10_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,"I can't remember why I changed it now, but using == feels a little better in some ways - I can't think of a scenario where some code would want to do for instance a clone of an exception that was thrown, and wrapping it in another cause would require the comparison to be recursive.",FALSE,UNCODED,
756_6_10_3,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,doing identity checks on the cause may not be such a bad thing.,FALSE,UNCODED,
756_6_10_4,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,I personally like it as it means I can check that the particular instance I expected to be the cause actually is.,FALSE,UNCODED,
756_6_10_6,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,"The main reason I can think of why identity checks are not good enough is probably wrapping, and if that needs to be supported, then some kind of recursion would be needed.",FALSE,UNCODED,
756_6_10_7,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-4523590,Are there other scenarios when the identity check is too restrictive?,FALSE,UNCODED,
756_6_11_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5097662,Sorry for the delay.,FALSE,UNCODED,
756_6_11_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5097662,I still think that having expectCause take a Matcher means more flexibility for everyone.,FALSE,NEED,
756_6_11_2,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5097662,"Developers can use thrown.expectCause(is(expected)) when they want the exact exception, and other matchers when they want something more generic.",FALSE,NEED,
756_6_12_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5098079,I think you're right.,FALSE,UNCODED,
756_6_12_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5098079,"It's a bit weird having this conversation spaced out over time as it is, but reading my previous response, I think I didn't understand the implications of expectCause() taking a Matcher.",FALSE,UNCODED,
756_6_12_2,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5098079,"That seems like a better solution, definitely.",FALSE,UNCODED,
756_6_13_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5220072,I've updated the proposed fix to take a Matcher instead of an explicit Throwable.,FALSE,UNCODED,
756_6_14_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5254465,Looks good.,FALSE,UNCODED,
756_6_14_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5254465,Can you merge with the master branch so I can pull?,FALSE,UNCODED,
756_6_15_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716055,"What about:

```
expect(causeOfType(CauseException.class));
```

where causeOfType is a statically importable method that gives a Matcher?",FALSE,UNCODED,
756_6_16_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716109,"@pholser, with the current code, that's

   thrown.expectCause(instanceOf(CauseException.class));

Which seems fine to me.",FALSE,UNCODED,
756_6_17_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716159,"However, using thrown.expect(Matcher) means not having to crack open ExpectedException.",FALSE,UNCODED,
756_6_17_2,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716159,Just a thought.,FALSE,UNCODED,
756_6_18_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716192,Disregard my previous message.,FALSE,UNCODED,
756_6_18_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5716192,I see that expectCause() takes a Matcher also.,FALSE,UNCODED,
756_6_19_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5820449,"I couldn't really tell what the problem was from your comments above, but I guess the issue was with tabs vs spaces - does the latest patch look better?",FALSE,UNCODED,
756_6_20_0,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5829269,"Yep, that looks better.",FALSE,UNCODED,
756_6_20_1,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5829269,There's at least one more place needing cleanup.,FALSE,UNCODED,
756_6_20_2,756,https://github.com/junit-team/junit4/commit/6b943e564adcc9a7106e54c24eb5d022bed1462f,https://github.com/junit-team/junit4/pull/377,PULL_REQUEST,https://github.com/junit-team/junit4/pull/377#issuecomment-5829269,Please look at https://github.com/KentBeck/junit/pull/377/files.,FALSE,UNCODED,
